,player_name,school,GP,Min_per,ORtg,usg,eFG,TS_per,FT_per,twoP_per,TP_per,yr,ht,ast/tov,pick,drtg,bpm,mp,oreb,dreb,ast,stl,blk,pts,role,drafted,Allstar
113,Erick Green,Virginia Tech,32,89.7,120.0,31.6,53.0,59.17,0.8160000000000001,0.509,0.389,4,193,1.75364069,46.0,109.241,7.54065,36.4375,0.4688,3.5,3.7812,1.3125,0.1875,25.0312,Scoring PG,Yes,No
114,Marshon Brooks,Providence,32,90.9,115.3,29.6,54.2,58.37,0.772,0.559,0.34,4,195,0.81632653,25.0,103.053,6.65104,36.5,2.25,4.7812,2.5,1.5,1.2188,24.625,Wing G,Yes,No
115,Alex Oriakhi,Missouri,34,64.1,126.5,19.0,63.9,67.38,0.746,0.639,0.0,4,205,0.25528066,57.0,92.6318,6.92037,25.8235,3.1176,5.2941,0.3529,0.5882000000000001,1.5882,11.2353,C,Yes,No
116,Ryan Kelly,Duke,23,46.1,121.1,20.8,53.5,58.64,0.812,0.473,0.422,4,210,1.65219998,48.0,94.8199,10.0914,28.8696,1.6087,3.6957,1.6522,0.6957,1.6087,12.8696,Stretch 4,Yes,No
117,Thomas Robinson,Kansas,39,79.2,106.7,29.4,51.2,54.87,0.682,0.505,0.5,3,205,0.69231637,5.0,84.1211,6.34106,31.7949,2.8974,8.9744,1.8462,1.0769,0.8718,17.7436,PF/C,Yes,No
118,Isaiah Canaan,Murray St.,29,91.2,112.4,30.7,52.4,57.63,0.8230000000000001,0.489,0.371,4,185,1.29169554,34.0,101.604,3.55847,37.1034,0.5172,2.931,4.2759,1.5862,0.1379,22.4138,Scoring PG,Yes,No
119,Mike Muscala,Bucknell,33,80.2,116.8,31.7,51.0,57.21,0.788,0.515,0.25,4,210,1.35083659,44.0,83.836,10.9448,32.0909,2.9697,8.3333,2.3333,0.5152,2.3333,18.8788,C,Yes,No
120,Darius Morris,Michigan,34,86.4,108.5,29.5,50.6,54.36,0.716,0.531,0.246,2,193,2.20790428,41.0,101.434,6.6565,34.7941,0.9118,3.1176,6.5588,1.0,0.0294,14.9118,Pure PG,Yes,No
121,Alec Burks,Colorado,37,78.2,116.2,32.1,49.8,57.71,0.8220000000000001,0.511,0.295,2,198,1.13404034,12.0,105.007,5.84106,31.5946,2.3514,4.1081,2.973,1.0811,0.2973,20.5135,Wing G,Yes,No
122,Tim Hardaway Jr,Michigan,34,76.7,109.8,24.3,52.4,56.04,0.761,0.479,0.374,1,195,1.34093183,24.0,100.338,6.20685,30.9118,0.7353000000000001,2.9706,1.7353,1.0,0.1471,14.0294,Wing G,Yes,No
123,Tim Hardaway Jr.,Michigan,37,84.2,104.9,22.3,50.4,52.71,0.6950000000000001,0.481,0.358,3,198,1.30430586,24.0,99.6,4.5374300000000005,34.9459,0.2162,4.2973,2.4324,0.6757000000000001,0.4595,14.2432,Wing G,Yes,No
124,Doug McDermott,Creighton,35,84.4,124.4,32.8,60.3,64.43,0.864,0.5670000000000001,0.449,4,203,0.88709499,11.0,104.837,6.63964,33.7429,1.6286,5.3429,1.5714,0.2286,0.1429,26.6857,Stretch 4,Yes,No
125,Fab Melo,Syracuse,30,51.4,110.3,17.1,56.6,58.06,0.633,0.5660000000000001,0.0,2,213,0.48838344,22.0,92.5235,8.90408,25.4333,2.6667,3.1667,0.7000000000000001,0.5,2.9333,7.8,C,Yes,No
126,Josh Selby,Kansas,26,34.8,94.4,23.3,46.1,48.91,0.757,0.384,0.362,1,187,1.05656117,49.0,95.7003,1.78194,20.3846,0.3846,1.8462,2.1538,0.8077000000000001,0.0385,7.9231,Combo G,Yes,No
127,C.J. Wilcox,Washington,32,86.5,119.6,23.1,55.6,59.77,0.873,0.522,0.391,4,195,1.49997033,28.0,108.415,6.08701,34.875,0.6875,3.0312,2.5312,1.0,1.0,18.3438,Wing G,Yes,No
128,Doron Lamb,Kentucky,40,78.1,127.4,18.1,57.7,62.42,0.8260000000000001,0.481,0.466,2,193,1.36363633,42.0,99.2084,6.18418,31.225,0.375,2.325,1.5,0.475,0.05,13.725,Wing G,Yes,No
129,Terrence Jones,Kentucky,38,69.6,111.9,22.3,52.3,54.66,0.627,0.528,0.327,2,205,0.82256681,18.0,87.6108,9.92667,29.3158,2.5263,4.6316,1.3421,1.2895,1.7895,12.3421,PF/C,Yes,No
130,Jae Crowder,Marquette,35,82.4,122.3,22.0,56.8,59.85,0.735,0.602,0.345,4,198,1.65913615,34.0,84.8446,13.2884,32.9429,2.0,6.4,2.0857,2.5143,1.0,17.5429,Wing G,Yes,No
131,Jordan Clarkson,Missouri,35,86.8,109.7,27.3,48.1,54.58,0.8310000000000001,0.5,0.281,3,195,1.26882698,46.0,106.782,3.34317,35.0857,0.8,3.0286,3.3714,1.0857,0.1714,17.4857,Combo G,Yes,No
132,Tristan Thompson,Texas,36,76.8,107.4,23.1,54.6,53.65,0.487,0.546,0.0,1,203,0.70311623,4.0,88.6309,9.71642,30.9444,3.8333,4.0,1.25,0.9444,2.3889,13.0833,C,Yes,No
133,Cory Joseph,Texas,36,80.4,110.9,16.8,50.3,52.57,0.6990000000000001,0.429,0.413,1,190,2.01853339,29.0,94.0606,6.62528,32.3889,0.6389,2.9167,3.0278,1.0278,0.3056,10.4167,Combo G,Yes,No
134,Kendall Marshall,North Carolina,36,77.9,113.3,17.1,52.9,55.8,0.6960000000000001,0.527,0.354,2,193,3.47519256,13.0,96.8536,4.08958,33.0,0.1667,2.4444,9.75,1.1944,0.1667,8.1389,Pure PG,Yes,No
135,Reggie Bullock,North Carolina,34,76.5,126.5,18.2,59.8,61.7,0.767,0.537,0.429,3,200,2.20929859,25.0,96.5996,10.8455,31.6176,2.0294,4.5294,2.7941000000000003,1.2353,0.2941,13.8529,Wing G,Yes,No
136,Tobias Harris,Tennessee,34,72.5,109.5,25.9,48.9,53.96,0.753,0.497,0.303,1,203,0.7096792,19.0,97.8243,4.80112,29.2059,1.9706,5.2941,1.2941,0.7059000000000001,0.8529,15.3235,PF/C,Yes,No
137,Jamaal Franklin,San Diego St.,32,82.6,101.4,29.8,45.6,53.41,0.79,0.478,0.279,3,195,0.96330221,41.0,85.7859,8.17522,33.1875,1.5938,7.7812,3.2812,1.625,0.7188,16.625,Wing F,Yes,No
138,Adreian Payne,Michigan St.,31,56.7,113.5,27.1,56.5,60.66,0.79,0.536,0.423,4,208,0.6507897500000001,15.0,96.6971,5.16282,28.0645,1.5484,5.7097,1.3226,0.4839,0.9032,16.4194,Stretch 4,Yes,No
139,Meyers Leonard,Illinois,32,78.6,112.5,22.0,58.6,61.77,0.732,0.604,0.091,2,213,0.63237645,11.0,94.6348,6.54568,31.8125,2.2812,5.9062,1.3438,0.4688,1.875,13.5625,C,Yes,No
140,Andre Roberson,Colorado,31,77.3,99.8,20.4,51.5,52.4,0.551,0.521,0.328,3,200,0.5946127,26.0,83.7071,8.97574,33.4194,2.9677,8.2258,1.4194,2.1613,1.3226,10.871,PF/C,Yes,No
141,Ray McCallum,Detroit,31,93.2,116.4,24.4,52.4,56.57,0.715,0.545,0.317,3,185,2.19042468,36.0,101.748,6.27909,37.2903,1.3226,3.8387,4.4516,1.9677,0.5806,18.4194,Combo G,Yes,No
142,C.J. McCollum,Lehigh,12,31.0,115.7,35.0,58.0,62.75,0.849,0.485,0.516,4,190,1.09374883,10.0,97.4339,6.97876,31.0,1.0,4.0,2.9167,1.4167,0.3333,23.9167,Combo G,Yes,No
143,Lorenzo Brown,North Carolina St.,33,80.4,103.5,24.7,44.9,50.94,0.771,0.465,0.263,3,195,2.09651187,52.0,100.419,4.99859,34.2121,0.6667000000000001,3.6667,7.2424,1.9697,0.5758,12.3636,Pure PG,Yes,No
144,Bernard James,Florida St.,35,68.9,106.8,20.2,60.6,60.17,0.552,0.606,0.0,4,208,0.21915903,33.0,87.9861,7.70478,27.9714,3.0571,5.0286,0.4571,0.7429,2.3429,10.8,C,Yes,No
145,Dwight Powell,Stanford,36,80.8,101.3,26.8,47.5,52.69,0.687,0.485,0.256,4,208,1.07691506,45.0,98.4977,5.40631,32.4167,1.9444,4.9167000000000005,3.1111,1.3056,0.8333,14.0278,Wing F,Yes,No
146,Jared Sullinger,Ohio St.,37,72.0,117.8,27.3,53.8,59.11,0.768,0.531,0.4,2,205,0.64787114,21.0,85.165,10.0557,30.3514,3.1351,6.0541,1.2432,1.1622,1.0541,17.4865,PF/C,Yes,No
147,Jeremy Lamb,Connecticut,34,92.1,115.4,22.2,55.6,58.95,0.81,0.601,0.336,2,195,0.85294998,12.0,101.528,6.13466,37.2353,0.9412,3.9412,1.7059000000000002,1.2353,0.6176,17.7353,Wing G,Yes,No
148,Deshaun Thomas,Ohio St.,37,88.1,114.3,27.0,50.7,55.17,0.834,0.501,0.344,3,200,0.92308236,58.0,96.2845,5.63546,35.3784,1.7027,4.2432,1.2973,0.5135000000000001,0.2973,19.8108,Wing F,Yes,No
149,Brandon Knight,Kentucky,38,89.4,107.8,26.7,50.8,55.28,0.795,0.461,0.377,1,190,1.32499436,8.0,100.305,4.48048,35.8684,0.6579,3.3684,4.1842,0.6579,0.2105,17.2895,Combo G,Yes,No
150,Carrick Felix,Arizona St.,35,86.7,110.3,20.7,56.9,58.61,0.664,0.5730000000000001,0.374,4,198,0.8143,33.0,95.093,5.94911,35.2857,2.0857,6.0571,1.6286,1.4286,1.1143,14.6,Wing F,Yes,No
151,Perry Jones III,Baylor,32,66.6,110.6,22.6,51.0,53.61,0.6960000000000001,0.515,0.303,2,210,0.75922966,28.0,96.8961,4.93194,30.9062,2.6875,5.0312,1.2812,0.875,0.5938,13.7188,PF/C,Yes,No
152,Josh Huestis,Stanford,36,87.6,107.8,17.9,48.8,50.96,0.627,0.483,0.338,4,200,1.0,29.0,99.6274,5.54168,35.1667,2.5278,5.6667000000000005,1.1944,0.5833,1.9167,11.1667,PF/C,Yes,No
153,Markel Brown,Oklahoma St.,34,86.4,118.2,22.5,54.1,59.09,0.768,0.525,0.379,4,190,1.80007417,44.0,99.2219,7.09476,35.3235,1.0588,4.2059,2.9118,1.0,1.0294,17.1765,Wing G,Yes,No
154,Victor Oladipo,Indiana,36,70.4,122.7,22.6,64.8,67.12,0.746,0.644,0.441,3,195,0.90244967,2.0,85.8364,15.2772,28.3611,2.5833,3.75,2.0556,2.1667,0.7778,13.6389,Wing G,Yes,Yes
155,Shabazz Napier,Connecticut,40,87.2,115.9,28.1,51.7,59.11,0.87,0.448,0.405,4,185,1.71052637,24.0,93.6766,10.6422,35.1,0.95,4.9,4.875,1.825,0.325,18.0,Scoring PG,Yes,No
156,Lamar Patterson,Pittsburgh,36,80.1,112.7,28.4,52.8,56.92,0.754,0.484,0.388,4,195,1.65594391,48.0,96.5636,10.1521,32.5833,0.9722,3.8889,4.2778,1.4167,0.3333,17.1111,Scoring PG,Yes,No
157,Kyrie Irving,Duke,11,20.5,130.5,27.2,61.5,69.7,0.901,0.5690000000000001,0.462,1,187,1.74076183,1.0,91.7011,12.1928,27.5455,0.5455,2.8182,4.2727,1.4545,0.5455,17.4545,Scoring PG,Yes,Yes
158,Gorgui Dieng,Louisville,33,63.1,112.6,18.2,53.4,56.23,0.652,0.534,0.0,3,210,1.11863081,21.0,81.001,13.4759,31.0909,3.4242,5.9697,2.0,1.3333,2.5152,9.7879,C,Yes,No
159,Allen Crabbe,California,33,90.2,108.7,25.4,52.8,56.83,0.8130000000000001,0.532,0.348,3,198,1.04818706,31.0,96.3071,6.67658,36.2121,1.0,5.0606,2.6364,1.1212,0.6970000000000001,18.3939,Wing G,Yes,No
160,Roy Devyn Marble,Iowa,33,74.4,112.7,27.1,47.9,52.78,0.714,0.456,0.349,4,198,2.07016722,56.0,99.5652,7.37701,30.2121,0.7879,2.4242,3.5758,1.8182,0.2121,16.9697,Scoring PG,Yes,No
161,Russ Smith,Louisville,37,73.2,113.9,30.7,54.1,57.61,0.705,0.517,0.387,4,182,1.63809996,47.0,89.1082,9.25691,29.2703,0.7838,2.5135,4.6486,2.0,0.1081,18.1892,Pure PG,Yes,No
162,Terrence Ross,Washington,35,77.2,111.9,23.3,53.4,55.77,0.766,0.518,0.371,2,198,0.69999999,8.0,95.3759,5.77755,31.0857,1.3714,5.0571,1.4,1.2571,0.9429,16.4,Wing F,Yes,No
163,Harrison Barnes,North Carolina,38,72.9,108.2,26.0,48.7,52.8,0.723,0.469,0.358,2,203,0.58108249,7.0,94.6442,5.538,29.2368,1.9474,3.2632,1.1316,1.0789,0.3421,17.0526,Wing F,Yes,No
164,Alec Brown,Green Bay,27,73.3,108.8,24.5,55.0,58.48,0.757,0.5,0.446,4,215,0.47541275,50.0,97.5755,4.03927,30.6667,1.9259,3.4815,1.0741,0.5556,2.8148,15.6296,PF/C,Yes,No
165,Will Barton,Memphis,35,87.3,116.3,25.4,55.0,58.75,0.749,0.559,0.346,2,198,1.34663307,40.0,91.0706,9.36629,35.3143,2.0,5.9714,2.8857,1.4286,0.7143,18.0286,Wing F,Yes,No
166,Tony Snell,New Mexico,35,77.5,105.0,22.0,51.6,56.23,0.843,0.452,0.39,3,200,1.40280001,20.0,97.3769,4.17125,31.2286,0.4,2.2286,2.8857,0.8286,0.4857,12.5143,Scoring PG,Yes,No
167,Cameron Bairstow,New Mexico,34,81.1,117.8,28.9,55.8,61.14,0.735,0.558,0.333,4,205,0.77939999,49.0,98.3574,6.03969,32.9118,2.2353,5.1471,1.5588000000000002,0.5588000000000001,1.5,20.4118,PF/C,Yes,No
168,Alex Len,Maryland,38,65.8,112.7,22.6,53.5,56.97,0.686,0.544,0.125,2,215,0.61669517,5.0,91.861,6.9525500000000005,26.4211,2.8684000000000003,4.9737,0.9737,0.2105,2.0526,11.8947,C,Yes,No
169,Otto Porter,Georgetown,31,84.4,118.8,23.4,54.1,59.0,0.777,0.504,0.422,2,203,1.78728317,3.0,84.1473,12.4131,35.3871,1.7742,5.7097,2.7097,1.8387,0.9032,16.1613,Wing F,Yes,No
170,Rodney Hood,Duke,35,81.9,119.8,22.3,55.0,59.02,0.807,0.494,0.42,2,203,1.38887811,23.0,105.837,6.3778,32.8571,0.8286,3.1143,2.1429,0.7143,0.2571,16.0571,Wing F,Yes,No
171,James Ennis,Long Beach St.,31,83.5,111.0,24.0,55.9,61.02,0.853,0.5760000000000001,0.358,4,200,0.7415534300000001,50.0,101.415,6.09608,33.5161,1.8065,4.6452,2.129,1.7419,1.2903,16.0323,Wing F,Yes,No
172,Marcus Thornton,William & Mary,31,93.2,111.7,27.2,55.6,59.66,0.8240000000000001,0.526,0.388,4,193,1.23378896,45.0,110.674,-0.602706,36.6667,0.2727,2.5152,2.8788,0.6364000000000001,0.1212,19.9697,Combo G,Yes,No
173,Pat Connaughton,Notre Dame,38,87.4,120.4,16.7,59.7,61.46,0.781,0.537,0.423,4,195,1.29544868,41.0,99.958,7.63175,35.5526,1.0789,6.3421,1.5,0.7105,0.9474,12.5,Stretch 4,Yes,No
174,Spencer Dinwiddie,Colorado,17,37.4,129.4,21.5,56.5,66.66,0.857,0.515,0.413,3,198,2.13333701,38.0,100.765,8.95779,31.1176,0.4706,2.5882,3.7647,1.5294,0.2353,14.7059,Scoring PG,Yes,No
175,Larry Nance Jr.,Wyoming,29,77.3,106.3,27.9,52.7,57.66,0.785,0.529,0.341,4,203,1.08569153,27.0,91.6832,5.38939,34.9032,1.4194,5.8065,2.4516,1.1935,1.1935,16.0645,Wing F,Yes,No
176,Josh Richardson,Tennessee,32,90.4,110.7,25.3,51.9,56.02,0.798,0.509,0.359,4,198,1.35298553,40.0,101.953,5.88059,36.3125,0.875,3.5938,3.5938,2.0938,0.5,16.0312,Combo G,Yes,No
177,Tony Mitchell,North Texas,30,80.9,98.2,22.9,48.2,52.27,0.669,0.505,0.289,2,203,0.29331999,37.0,95.1947,2.46772,32.7667,2.4667,6.0333,0.7333000000000001,1.0,2.7333,13.1667,PF/C,Yes,No
178,Andre Drummond,Connecticut,34,70.3,100.7,20.8,53.8,50.93,0.295,0.541,0.0,1,208,0.28847914,9.0,95.5401,5.56709,28.4412,3.3529,4.2059,0.4412,0.8235,2.7059,10.0,C,Yes,Yes
179,Joseph Young,Oregon,35,91.1,113.1,27.6,52.4,56.89,0.932,0.506,0.364,4,187,1.54019948,43.0,105.879,5.1258,36.7222,0.5278,3.9167,3.7222,1.1389,0.0278,20.6944,Combo G,Yes,No
180,Cady Lalanne,Massachusetts,32,72.0,101.5,21.6,55.8,58.19,0.636,0.582,0.167,4,205,0.125,55.0,97.8142,1.05226,29.0312,3.4375,6.0625,0.3125,0.5938,1.9062,11.5625,C,Yes,No
181,Romero Osby,Oklahoma,32,70.7,121.6,25.4,53.9,60.38,0.794,0.525,0.529,4,203,0.95238095,51.0,96.4563,7.58078,28.5,2.0625,4.9688,1.25,0.625,0.8438,15.9688,PF/C,Yes,No
182,Shane Larkin,Miami FL,36,90.7,117.2,21.8,56.9,59.97,0.777,0.538,0.406,2,180,2.0,18.0,94.4082,9.1676,36.4167,0.4722,3.3611,4.5556,1.9722,0.1111,14.5,Scoring PG,Yes,No
183,Arnett Moultrie,Mississippi St.,30,79.5,114.9,23.6,56.1,60.96,0.78,0.555,0.444,3,210,0.47947232,27.0,99.1674,3.99757,35.7667,3.6667,6.8,1.1667,0.8333,0.7667,16.4,PF/C,Yes,No
184,Robbie Hummel,Purdue,35,80.6,117.5,24.8,49.5,54.05,0.8250000000000001,0.44,0.383,4,203,2.06245208,58.0,99.9434,7.60093,32.2286,1.5714,5.6,1.8857,0.6571,1.2,16.3714,Stretch 4,Yes,No
185,Moe Harkless,St. John's,32,89.9,100.0,24.3,47.2,50.4,0.676,0.506,0.215,1,203,0.58751998,15.0,100.442,3.29851,36.0938,2.75,5.875,1.4688,1.5938,1.4062,15.5312,Wing F,Yes,No
