,player_name,school,GP,Min_per,ORtg,usg,eFG,TS_per,FT_per,twoP_per,TP_per,yr,ht,ast/tov,pick,drtg,bpm,mp,oreb,dreb,ast,stl,blk,pts,role,drafted
5563,Stephan Collins,Arkansas Pine Bluff,29,14.2,71.9,9.6,47.6,47.06,0.4,0.467,0.333,1,195,0.33325277000000003,0.0,100.665,-6.08936,6.5517,0.2414,0.27590000000000003,0.1379,0.069,0.069,0.7586,Wing G,No
5564,Dominic Moore,Arkansas Pine Bluff,14,22.1,77.4,14.7,41.3,46.64,0.75,0.304,0.34800000000000003,4,208,0.56522005,0.0,102.596,-5.92577,19.7857,0.8571000000000001,2.4286,0.9286000000000001,0.6429,0.42860000000000004,3.5714,Wing F,No
5565,Jared Rehmel,Central Arkansas,26,86.8,93.5,16.9,42.8,47.51,0.794,0.41200000000000003,0.293,3,182,0.91486418,0.0,108.457,-3.42259,34.8846,0.5,1.5,1.6538,0.9615,0.07690000000000001,9.5,Combo G,No
5566,Ryan Daniels,Central Arkansas,18,12.3,95.4,7.7,39.3,40.13,0.5,0.14300000000000002,0.429,3,182,3.33293323,0.0,102.286,-2.94839,7.1667,0.055600000000000004,0.6111,0.5556,0.3889,0.055600000000000004,0.6667000000000001,Scoring PG,No
5567,Brandon Baylor,Delaware St.,21,8.4,60.6,9.0,28.6,28.57,0.0,0.4,0.0,3,187,0.5,0.0,118.41,-12.9456,4.5238,0.0476,0.0952,0.0476,0.0,0.0,0.381,Wing G,No
5568,Dan Stonkus,NJIT,19,31.7,83.8,8.1,47.8,48.75,0.48,0.47800000000000004,0.0,4,205,0.33337557,0.0,99.7955,-3.21717,18.6842,1.2631999999999999,2.1053,0.2632,0.5789000000000001,1.0,1.7895,C,No
5569,Michael Snaer,Florida St.,33,79.3,104.5,24.7,51.1,56.54,0.8170000000000001,0.458,0.384,4,195,0.90107341,0.0,103.931,3.26799,32.697,0.6667000000000001,3.7879,2.4848,1.0,0.4545,14.818200000000001,Wing G,No
5570,Dobrivoje Mavrak,SIU Edwardsville,21,19.4,69.1,12.8,37.0,36.63,0.333,0.37,0.0,4,205,0.5,0.0,109.887,-9.09605,9.4286,0.5714,2.0476,0.2857,0.0476,0.2857,1.1905000000000001,C,No
5571,Jeremy Sexton,Charleston Southern,28,71.5,100.0,18.0,48.0,50.68,0.766,0.436,0.34600000000000003,4,187,0.8043094900000001,0.0,103.667,-2.02731,29.8571,0.7857000000000001,2.1071,1.3214000000000001,0.8214,0.0357,9.75,Wing G,No
5572,Lijah Thompson,Robert Morris,32,42.6,109.3,20.2,46.7,54.68,0.794,0.467,0.0,3,200,0.31578947,0.0,98.4146,1.02359,19.7812,2.3438,1.8437999999999999,0.375,0.4375,1.0312,7.2812,PF/C,No
5573,Patrick Shaughnessy,Charleston Southern,15,5.6,112.0,14.2,66.7,63.29,0.5,0.667,0.0,1,205,0.33349998000000003,0.0,105.194,-2.57175,3.9333,0.4667,0.2667,0.06670000000000001,0.06670000000000001,0.2,1.0,C,No
5574,Zimmy Nwogbo,Charleston Southern,18,12.1,80.7,17.8,33.3,44.99,0.682,0.333,0.0,2,200,0.33328334,0.0,101.809,-8.89643,7.5556,0.4444,1.2222,0.2222,0.16670000000000001,0.1111,1.7222,PF/C,No
5575,Will Felder,Miami OH,30,79.3,106.5,22.8,54.5,60.25,0.84,0.5670000000000001,0.182,4,200,0.37682609,0.0,103.526,0.234483,32.0,1.9667,4.6333,0.8667,0.8,0.9667,14.0333,PF/C,No
5576,Murphy Burnatowski,Colgate,29,77.5,104.3,25.2,50.6,53.6,0.775,0.457,0.374,4,200,0.9787129,0.0,103.984,1.64262,32.6207,1.069,3.2069,1.5862,1.4138,0.44830000000000003,14.3793,Wing G,No
5577,Mohamed Koita,Manhattan,28,29.0,100.3,13.6,55.5,58.31,0.8130000000000001,0.40900000000000003,0.41200000000000003,4,193,0.36840553,0.0,96.5867,0.243077,13.3571,0.2857,1.1071,0.25,0.5,0.0714,3.3571,Wing G,No
5579,Lakeem Jackson,South Carolina,32,70.5,99.3,16.5,56.1,53.45,0.339,0.56,0.4,4,195,0.9666666700000001,0.0,101.056,2.7354000000000003,28.6562,2.3125,3.5625,1.8125,0.75,0.6875,7.5312,Wing F,No
5581,Reeves Nelson,UCLA,5,8.2,99.9,19.0,47.0,46.64,0.4,0.423,0.429,3,203,1.50000004,0.0,97.4388,1.17154,21.0,1.2,3.2,1.2,0.4,0.6000000000000001,6.6,PF/C,No
5582,Brian Barbour,Columbia,25,79.8,111.7,23.4,41.9,51.94,0.88,0.388,0.312,4,185,2.86111092,0.0,101.248,2.61494,33.2,0.52,1.8399999999999999,4.12,1.52,0.08,12.44,Pure PG,No
5583,Mark Cisco,Columbia,26,59.1,96.7,22.2,43.1,46.83,0.6960000000000001,0.431,0.0,4,205,0.57145511,0.0,98.1852,-2.77069,23.6538,1.9231,3.7308,0.6154000000000001,0.42310000000000003,0.7308,7.7308,C,No
5584,Stephen Spinella,Monmouth,31,61.5,98.4,16.8,47.9,52.0,0.6880000000000001,0.488,0.306,4,193,0.80485405,0.0,104.543,-2.53903,24.5806,1.0323,3.0323,1.0645,0.5161,0.1613,7.5484,Wing G,No
5585,Johndre Jefferson,South Carolina,23,16.9,107.9,10.2,64.3,62.89,0.5,0.643,0.0,4,205,0.55558396,0.0,96.7252,4.27715,8.9565,0.5217,1.1304,0.2174,0.2609,0.8696,1.7391,C,No
5586,Isaiah Wilkerson,NJIT,28,80.3,109.2,27.6,47.9,53.26,0.812,0.443,0.38,4,177,1.01927736,0.0,100.953,2.97301,32.6786,2.8214,3.9286000000000003,1.8929,1.7857,0.21430000000000002,16.8214,Wing G,No
5587,Duro Bjegovic,Sacramento St.,26,67.4,92.6,20.5,48.4,49.98,0.667,0.431,0.367,4,200,0.73075002,0.0,107.743,-4.0791,27.4615,1.0,4.3462,1.4615,0.4615,0.2308,9.1538,Wing F,No
5588,Troy Payne,Santa Clara,36,61.0,107.8,13.5,49.3,52.36,0.605,0.493,0.0,4,198,1.0,0.0,99.5032,4.33138,24.6667,2.4167,3.4444,1.0833,1.5278,0.33330000000000004,5.25,Wing F,No
5592,Milos Kleut,Lipscomb,24,13.0,100.3,11.0,62.5,61.29,0.0,0.625,0.0,2,208,0.11120000000000001,0.0,106.246,-5.34712,6.375,0.625,0.7083,0.0417,0.0,0.125,1.25,C,No
5593,Ryan Sypkens,UC Davis,29,67.6,103.4,18.7,52.7,54.85,0.871,0.353,0.38,4,193,0.69698568,0.0,118.092,-1.89229,27.7241,0.4138,1.5517,0.7931,0.6552,0.4138,10.2414,Wing G,No
5595,Michael Morrison,George Mason,33,66.0,112.7,19.0,59.2,58.86,0.55,0.594,0.0,4,205,1.02173759,0.0,91.8995,6.5211,26.7879,2.2424,4.3939,1.4242,0.5152,1.9394,9.818200000000001,C,No
5600,Terrell Vinson,Massachusetts,33,64.5,104.5,23.3,52.2,56.04,0.68,0.507,0.372,4,200,0.66664916,0.0,103.049,2.0843,25.8788,1.2727,2.6061,1.2727,0.8182,0.5152,12.303,Wing F,No
5602,Dane Johnson,Portland St.,28,40.9,110.7,11.4,64.9,63.36,0.542,0.6880000000000001,0.419,3,185,2.62073961,0.0,111.628,-3.87543,16.9643,0.1786,0.9286000000000001,2.7143,0.6429,0.0,2.6429,Pure PG,No
5603,Khris Roy,Houston Baptist,12,9.6,71.3,19.8,29.3,34.19,0.643,0.391,0.13,1,180,0.33333333,0.0,107.099,-10.4625,10.6667,0.33330000000000004,0.75,0.25,0.5,0.0,3.0,Wing G,No
5604,Damian Lewis,Houston Baptist,32,28.0,68.7,12.3,41.1,44.71,0.619,0.41100000000000003,0.0,3,210,0.24243598,0.0,98.7232,-4.19019,11.625,0.4375,2.1875,0.25,0.21880000000000002,1.4062000000000001,1.8437999999999999,C,No
5605,Jake Houseknecht,St. Bonaventure,18,7.5,74.0,14.7,40.0,47.62,0.833,0.4,0.0,3,205,0.11120000000000001,0.0,91.1777,3.10555,5.3889,0.2778,0.5556,0.055600000000000004,0.33330000000000004,0.5,0.9444,C,No
5607,Andrew Gonzalez,Houston Baptist,28,89.1,106.5,29.3,48.1,56.28,0.8150000000000001,0.434,0.393,4,198,0.65624452,0.0,106.541,-0.909731,37.2143,1.5357,3.8929,2.25,1.6785999999999999,0.46430000000000005,23.3929,Wing G,No
5608,Mario Flaherty,Houston Baptist,31,66.5,99.5,25.0,54.5,58.2,0.674,0.551,0.0,4,205,0.30840768,0.0,103.076,-2.33354,28.5484,3.8064999999999998,5.3871,1.0645,0.3871,1.5161,13.8065,C,No
5609,Sekani Milligen,Alabama St.,27,31.3,82.4,17.4,35.8,39.24,0.75,0.29,0.256,2,190,0.47363932000000003,0.0,101.262,-6.33613,13.037,0.48150000000000004,0.8519,0.33330000000000004,0.40740000000000004,0.037,3.4444,Wing G,No
5610,Matt Sullivan,Brown,27,89.6,104.9,20.9,49.3,53.63,0.719,0.483,0.336,4,198,1.19995677,0.0,100.399,1.31704,36.6667,0.6667000000000001,3.5926,2.2222,1.7407,0.0741,13.963,Wing G,No
5611,Chase Simon,Detroit,34,84.4,95.1,23.6,42.3,48.03,0.788,0.395,0.311,4,195,0.80645629,0.0,104.317,-1.07124,33.8824,1.4706000000000001,2.7941000000000003,2.2059,1.1471,0.1471,12.9706,Wing G,No
5612,Darien Brothers,Richmond,34,71.8,113.6,23.0,53.2,58.85,0.873,0.388,0.429,4,190,0.93184446,0.0,104.638,2.82248,29.2353,0.4706,1.9118,1.2059,0.9706,0.17650000000000002,14.1176,Combo G,No
5614,Dorvell Carter,Marist,13,11.7,99.4,23.9,48.2,51.92,0.75,0.542,0.29,4,198,0.77784197,0.0,105.248,-3.35063,11.3077,0.5385,1.7692,0.5385,0.07690000000000001,0.07690000000000001,5.0,Stretch 4,No
5615,Tyler Roche,Boston College,29,44.7,125.6,15.4,60.0,61.4,0.719,0.582,0.40900000000000003,4,200,1.26682137,0.0,103.953,4.26279,19.1034,0.6552,1.7586,0.6552,0.1379,0.44830000000000003,7.2069,Stretch 4,No
5616,Matt Washington,Weber St.,19,7.6,96.1,20.6,44.0,47.39,0.5710000000000001,0.458,0.0,3,198,0.0,0.0,95.5844,-8.37085,4.6842,0.5263,0.8947,0.0,0.2632,0.1579,1.5789,PF/C,No
5617,Jp Kuhlman,Davidson,30,66.8,109.9,16.7,51.1,55.16,0.722,0.491,0.362,4,193,2.30437607,0.0,98.7388,2.47298,29.5,0.4333,2.2,3.5333,0.9333,0.0,7.7667,Scoring PG,No
5618,John Fields,Tennessee,34,28.8,108.8,13.1,58.7,57.01,0.464,0.587,0.0,4,205,0.33339629,0.0,96.2341,7.84793,11.5882,1.5293999999999999,1.4412,0.17650000000000002,0.29410000000000003,1.2059,2.5588,C,No
5619,Keith Rendleman,UNC Wilmington,29,84.7,108.6,25.9,54.8,56.55,0.591,0.547,0.381,4,203,0.32789769,0.0,99.7499,2.97738,33.8621,4.069,6.3103,0.6897,1.6207,1.5517,16.931,PF/C,No
5620,Jeremy Basnight,UNC Wilmington,18,9.0,98.7,20.8,48.8,50.74,0.714,0.5710000000000001,0.314,3,195,0.71432241,0.0,106.82,-2.67447,6.2222,0.1111,0.5,0.2778,0.1111,0.055600000000000004,2.5556,Stretch 4,No
5621,Edward Daniel,Murray St.,29,73.7,110.3,23.7,55.7,58.1,0.603,0.5630000000000001,0.2,4,200,0.45901873,0.0,93.0833,3.43896,30.0,3.8621,6.069,0.9655,1.1379,1.6552,12.7931,PF/C,No
5622,Billy Oliver,Penn St.,21,39.5,102.0,15.5,50.4,52.0,0.722,0.48,0.34,3,203,0.27271858,0.0,106.296,0.5167349999999999,24.0476,1.2381,2.0952,0.2857,0.42860000000000004,0.5238,6.7619,PF/C,No
5623,Jamin Shumate,Saint Peter's,12,7.0,52.8,13.3,55.6,50.46,0.25,0.556,0.0,1,198,0.0,0.0,94.8118,-10.8884,7.0833,0.25,0.5833,0.0,0.16670000000000001,0.0,0.9167000000000001,PF/C,No
5624,Ryan Haggerty,Milwaukee,29,46.4,93.0,10.2,49.2,49.46,0.481,0.525,0.292,4,203,1.25,0.0,109.974,-2.37397,19.5172,0.8276,1.2414,1.0345,0.4138,0.4138,2.6207000000000003,Wing F,No
5625,Austin Fowler,St. Francis PA,20,10.5,88.8,14.3,32.3,34.43,1.0,0.304,0.25,1,195,2.0,0.0,109.569,-5.49709,6.35,0.5,0.25,0.30000000000000004,0.25,0.0,1.1,Wing G,No
5626,Raymond Sims,South Alabama,9,9.5,55.1,15.3,36.4,44.86,0.8,0.2,0.333,4,172,0.599988,0.0,109.396,-12.135,11.1111,0.0,0.4444,1.0,0.5556,0.0,1.3333,Combo G,No
5627,Rob Phillips,South Alabama,18,10.5,59.6,12.7,28.3,28.33,0.0,0.211,0.273,2,185,0.50015004,0.0,111.229,-10.8123,7.1111,0.055600000000000004,0.1111,0.16670000000000001,0.055600000000000004,0.0,0.9444,Combo G,No
5628,Allyn Cooks,South Alabama,26,75.8,103.0,16.5,49.2,52.33,0.707,0.441,0.372,3,177,1.6956817,0.0,109.407,-2.97865,30.6154,0.1923,2.1154,3.0,1.2308,0.15380000000000002,9.0385,Scoring PG,No
5629,Dru Anthrop,Purdue,21,13.9,89.8,9.8,60.0,59.17,0.5,0.75,0.28600000000000003,4,182,1.30775437,0.0,95.6354,4.22166,9.0952,0.42860000000000004,0.8571000000000001,0.8095,0.619,0.0,0.9524,Scoring PG,No
5633,Malcolm Armstead,Wichita St.,39,71.4,105.0,23.1,47.6,50.84,0.803,0.439,0.34500000000000003,4,182,1.7639893199999999,0.0,92.3051,7.22183,28.5641,0.7436,3.1026,4.0256,1.9487,0.051300000000000005,10.6667,Scoring PG,No
5634,E.J. Singler,Oregon,37,76.2,103.7,21.3,48.5,53.62,0.786,0.448,0.359,4,198,1.14128293,0.0,93.8407,4.90685,31.0,1.3243,3.5676,2.8378,0.9189,0.2973,11.6757,Wing G,No
5636,Wes Channels,Austin Peay,30,89.1,103.1,25.6,48.9,53.51,0.739,0.393,0.429,4,190,1.05748272,0.0,106.972,1.5887600000000002,36.3667,1.1667,3.3667,3.0667,1.4667,0.2,17.0333,Combo G,No
5637,Tiny Gallon,Oklahoma,30,57.0,102.9,24.7,55.6,58.43,0.6970000000000001,0.5730000000000001,0.23500000000000001,1,205,0.34286203,47.0,102.044,1.9953,23.7333,2.7667,5.1667,0.8,0.7000000000000001,0.7667,10.3333,PF/C,Yes
5638,Daniel Fisher,American,12,9.7,91.4,14.6,45.5,46.03,0.5,0.455,0.0,4,200,1.19990399,0.0,109.617,-5.719,9.8333,0.4167,0.75,0.5,0.0833,0.0833,1.8333,PF/C,No
5640,Blake Jolivette,American,20,45.3,80.6,19.5,39.9,42.16,0.778,0.373,0.364,4,180,1.02941174,0.0,108.132,-6.45475,27.55,0.2,2.2,1.75,0.6000000000000001,0.0,6.6,Wing G,No
5641,Kerron Johnson,Belmont,31,76.2,107.5,27.4,48.9,57.67,0.782,0.509,0.273,4,185,1.4949741300000001,0.0,95.9535,1.73926,30.6129,0.3548,2.8387000000000002,4.7742,1.7097,0.0323,14.2581,Scoring PG,No
5642,Austin Morgan,Yale,29,76.2,102.4,19.6,45.5,53.79,0.919,0.36,0.338,4,180,0.93221928,0.0,107.751,-0.37942000000000004,31.0,0.2069,1.3103,1.8966,1.1034,0.0345,10.7586,Combo G,No
5643,Trevor Noack,Belmont,31,70.1,109.4,20.2,54.8,56.06,0.656,0.526,0.4,4,200,0.43589537,0.0,97.1695,-0.24362799999999998,28.1613,1.6774,3.8387000000000002,0.5484,0.6452,0.3871,11.9355,Stretch 4,No
5645,Robert Smith,UC Riverside,27,78.2,76.8,16.6,42.6,43.88,0.525,0.325,0.34900000000000003,4,185,1.08111068,0.0,105.276,-4.30285,32.5926,0.33330000000000004,3.037,2.963,1.2222,0.037,6.1111,Combo G,No
5646,Michael Loyd Jr.,BYU,35,34.0,105.6,17.5,58.9,61.3,0.686,0.5750000000000001,0.41000000000000003,2,185,1.08570004,0.0,95.8975,1.86802,13.7143,0.057100000000000005,1.2,1.0857,0.6286,0.057100000000000005,4.7714,Combo G,No
5647,Montrell Thornton,Arkansas Little Rock,32,33.5,99.2,13.6,50.0,52.91,0.655,0.5,0.0,4,200,0.45454545,0.0,98.7333,1.1994,14.375,1.0625,1.9687999999999999,0.3125,0.5,0.7812,2.9688,PF/C,No
5648,Antoine Watson,FIU,16,39.2,86.4,23.4,41.1,46.1,0.745,0.422,0.267,3,193,1.0625,0.0,110.566,-4.33781,30.625,0.5625,3.0625,3.1875,1.5,0.125,10.5,Combo G,No
5649,Melvin Goins,Tennessee,33,65.6,101.2,18.3,43.1,49.79,0.779,0.42,0.30000000000000004,4,180,1.5245875500000001,0.0,99.6153,5.08516,27.2424,1.0303,2.0606,2.8182,1.7273,0.0606,7.9394,Scoring PG,No
5650,Steven Pledger,Oklahoma,32,70.5,111.3,19.8,51.9,54.32,0.776,0.47500000000000003,0.364,4,193,1.21052632,0.0,100.985,6.05091,28.4062,0.9375,2.3438,1.4375,0.9688,0.125,11.5625,Wing G,No
5651,Andrew Fitzgerald,Oklahoma,32,38.9,105.0,20.5,44.2,47.9,0.661,0.447,0.0,4,203,0.75,0.0,98.8859,2.0457,15.6875,1.4688,1.875,0.375,0.4062,0.375,5.7188,C,No
5652,Tommy Mason-Griffin,Oklahoma,31,88.0,104.8,23.5,49.3,53.13,0.8130000000000001,0.377,0.424,1,180,1.77006951,0.0,111.534,1.6823800000000002,35.4839,0.4839,2.3871,4.9677,0.9032,0.0,14.129,Pure PG,No
5654,Nate Mitchell,Southern Illinois,23,10.5,38.3,6.5,0.0,7.19,0.5,0.0,0.0,4,195,0.14295103,0.0,102.46,-6.42824,5.8696,0.3478,0.7826000000000001,0.043500000000000004,0.08700000000000001,0.0,0.043500000000000004,PF/C,No
5656,Josh Bone,Tennessee,23,29.9,111.1,9.7,45.7,48.88,0.833,0.5,0.278,4,190,1.87521567,0.0,104.605,3.00786,17.8261,0.6957,1.087,0.6522,0.5652,0.0,3.2174,Wing G,No
5657,Ricky Davison,Arkansas Little Rock,26,34.4,107.6,19.2,59.3,62.44,0.806,0.256,0.547,3,187,0.74068374,0.0,110.311,-0.293257,14.961500000000001,0.2692,1.0,0.7692,0.6154000000000001,0.07690000000000001,5.8462,Scoring PG,No
5658,Sammy Schickel,NJIT,25,15.7,88.2,18.3,46.2,46.79,0.667,0.375,0.333,4,190,0.75000005,0.0,107.646,-6.78867,7.16,0.24,0.68,0.36,0.08,0.08,2.0,Stretch 4,No
5659,Mitch Rueter,Central Arkansas,26,76.0,106.2,23.6,52.7,56.43,0.708,0.494,0.385,4,198,0.51851317,0.0,105.746,-0.9723689999999999,30.5385,1.8462,3.1538,1.0769,0.6154000000000001,0.3462,13.6154,Wing F,No
5660,James Vincent,Georgia St.,30,58.1,99.0,13.3,51.3,52.65,0.5680000000000001,0.513,0.0,4,208,0.37498829,0.0,101.881,1.49802,23.5333,1.6333000000000002,3.0,0.4,0.3667,2.2333,4.7,C,No
5661,Marques Johnson,Georgia St.,31,50.6,97.9,17.1,48.6,51.01,0.741,0.484,0.333,4,195,1.65901087,0.0,101.845,-2.74768,20.6452,0.3548,2.2258,2.3548,0.3871,0.1613,5.1613,Combo G,No
5662,Erique Gumbs,Towson,32,56.1,74.6,20.8,37.6,40.65,0.5,0.393,0.091,2,205,0.28359919,0.0,109.51,-6.13278,22.4375,2.0,2.8125,0.5938,0.5938,0.4375,5.5312,PF/C,No
5663,Danny Quinn,Towson,20,11.9,102.4,12.1,38.6,38.97,0.4,0.467,0.14300000000000002,4,200,2.0,0.0,118.519,-3.16454,7.2,0.8,0.65,0.4,0.05,0.1,0.9500000000000001,Stretch 4,No
5664,Milton Jennings,Clemson,29,68.9,99.2,21.8,48.8,51.54,0.681,0.496,0.32,4,205,0.98244721,0.0,92.1744,4.78291,29.4483,1.2069,5.2414,1.931,1.0,1.0345,10.1724,Stretch 4,No
5665,RaShawn Polk,Towson,29,70.4,98.9,22.4,47.4,50.09,0.734,0.426,0.352,3,187,0.6458434,0.0,116.432,-2.16599,29.3793,1.1724,2.0,1.069,1.0,0.27590000000000003,11.5517,Wing G,No
5666,Marshawn Powell,Arkansas,32,63.5,105.7,27.4,52.5,54.77,0.642,0.527,0.34600000000000003,3,200,0.74140687,0.0,94.2819,4.93767,25.5938,1.9062000000000001,3.5312,1.3437999999999999,1.1875,1.1562000000000001,14.4688,PF/C,No
5667,Tyreese Breshers,Washington,34,23.2,91.8,18.4,43.2,46.43,0.524,0.432,0.0,1,200,0.049983,0.0,92.7652,-1.7288700000000001,9.8529,0.9118,1.6764999999999999,0.029400000000000003,0.1471,0.7647,3.0294,PF/C,No
5668,Jeff Ledbetter,Idaho,31,71.9,114.8,20.6,62.6,65.61,0.866,0.45,0.451,4,190,1.03173749,0.0,100.39,4.7887900000000005,29.0968,0.3548,2.6452,2.0968,1.4516,0.0645,12.9032,Combo G,No
5669,Chase Tapley,San Diego St.,31,74.8,111.0,21.5,51.4,53.7,0.783,0.47300000000000003,0.371,4,187,2.0,0.0,94.1335,6.33655,31.0,0.2903,2.8064999999999998,2.6452,1.3226,0.4839,13.354800000000001,Combo G,No
5670,Taylor Olson,Seattle,26,24.1,100.3,14.2,44.7,50.93,0.875,0.34800000000000003,0.327,4,177,1.0,0.0,101.56,-0.8271649999999999,11.538499999999999,0.1923,0.7308,0.7308,0.6538,0.0,3.3846,Combo G,No
5671,Mike Boxley,Seattle,30,62.4,97.5,14.0,53.1,55.15,0.722,0.56,0.329,4,195,0.66129582,0.0,101.451,1.8129300000000002,25.9,1.4333,1.7000000000000002,1.3667,1.3333,0.33330000000000004,7.1,Wing G,No
5673,Leslie McDonald,North Carolina,25,49.4,105.1,18.2,48.0,50.13,0.621,0.5,0.312,4,195,1.32142858,0.0,105.728,1.54081,27.08,0.4,1.56,1.48,0.44,0.08,10.4,Wing G,No
5675,Dexter Strickland,North Carolina,35,70.2,107.7,16.5,44.0,49.08,0.716,0.46,0.17400000000000002,4,190,3.10626253,0.0,100.222,3.07215,28.1714,0.5429,1.8571,4.1714,1.1714,0.0857,7.8286,Scoring PG,No
5677,Xavier Roberson,South Alabama,10,23.2,115.7,21.6,58.2,60.93,0.759,0.47100000000000003,0.429,3,185,0.77777779,0.0,98.6649,2.9799800000000003,27.2,0.9,2.6,1.4,1.2,0.1,13.5,Combo G,No
5678,Claybrin McMath,Bryant,28,16.7,84.0,7.7,45.5,43.08,0.2,0.455,0.0,4,203,0.49976668,0.0,106.237,-3.80567,7.4643,0.25,0.75,0.1071,0.21430000000000002,0.21430000000000002,0.75,C,No
5679,Vlad Kondratyev,Bryant,31,46.8,112.4,14.3,58.5,59.1,0.636,0.603,0.0,4,203,0.5217684300000001,0.0,105.664,-1.97056,18.8065,1.3226,2.9677,0.3871,0.1613,0.3548,5.3548,C,No
5681,Papa Lo,Bryant,14,7.0,89.1,6.4,50.0,43.17,0.0,0.5,0.0,3,205,0.4996501,0.0,112.98,-1.31429,5.8571,0.35710000000000003,0.42860000000000004,0.0714,0.0,0.6429,0.42860000000000004,C,No
5682,Scooter Gillette,Fairleigh Dickinson,27,52.0,118.2,17.6,61.6,64.61,0.6960000000000001,0.621,0.0,4,205,0.25807856,0.0,112.376,-0.544535,22.5185,2.0741,2.4815,0.2963,0.3704,1.5926,8.0741,C,No
5683,Carlton Smith,Navy,22,16.9,107.3,14.5,52.9,55.29,0.625,0.529,0.0,4,198,0.42866123,0.0,108.322,-3.77934,8.7273,0.8182,0.5909,0.1364,0.2727,0.1364,2.0909,PF/C,No
5684,Greg Hill,TCU,29,44.7,104.0,19.1,49.1,54.67,0.8230000000000001,0.309,0.386,4,187,1.06660221,0.0,105.159,0.492278,20.4138,0.3448,1.6207,1.1034,0.6897,0.069,7.4828,Combo G,No
5685,Nikola Cerina,Northwestern,32,21.1,77.8,12.1,48.1,44.62,0.333,0.542,0.0,4,205,0.625,0.0,97.1939,-1.23527,8.75,0.46880000000000005,1.0625,0.3125,0.3438,0.125,1.0312,PF/C,No
5687,Adam Brakeville,Air Force,17,5.8,100.6,10.9,66.7,63.29,0.5,0.667,0.0,3,198,0.66628899,0.0,101.529,-2.55656,3.7059,0.17650000000000002,0.29410000000000003,0.11760000000000001,0.11760000000000001,0.0,0.5882000000000001,PF/C,No
5688,Kyle Green,Air Force,30,42.1,98.5,21.2,50.0,54.65,0.81,0.372,0.375,4,187,1.2051538800000001,0.0,108.505,-1.04586,16.9,0.3667,1.2667,1.5667,0.5,0.0333,5.5,Combo G,No
5691,LeShaun Murphy,SIU Edwardsville,24,24.3,70.1,24.0,36.3,39.98,0.5710000000000001,0.368,0.2,2,185,0.53569898,0.0,113.604,-11.169,10.3333,0.5,1.25,0.625,0.25,0.0417,2.875,Wing G,No
5692,Cody Rincker,SIU Edwardsville,24,34.8,97.0,14.4,52.4,53.33,0.714,0.438,0.364,4,185,1.5294366799999999,0.0,112.862,-2.8378200000000002,14.7917,0.0833,0.875,1.0833,0.7917000000000001,0.0417,3.7917,Combo G,No
5693,Zeke Schneider,SIU Edwardsville,16,7.7,68.4,9.2,60.0,58.82,0.5,0.6000000000000001,0.0,4,205,0.33333333,0.0,106.812,-8.07343,4.8125,0.1875,0.4375,0.125,0.0,0.0625,0.4375,C,No
5697,Cory Johnson,Valparaiso,33,65.4,100.9,28.5,50.3,54.01,0.716,0.556,0.221,4,200,0.6124906999999999,0.0,103.18,-0.693222,26.6667,1.697,2.7273,1.4848,0.4848,0.5152,14.0303,Wing F,No
5698,Ryan Brooks,Rhode Island,29,32.0,84.1,11.1,43.9,44.14,0.429,0.439,0.0,4,200,0.33333333,0.0,101.795,-1.65348,13.0345,1.069,2.069,0.2069,0.1379,0.7241000000000001,1.5517,PF/C,No
5699,Tehran Cox,High Point,29,64.2,85.5,19.0,42.6,47.2,0.71,0.395,0.333,4,185,1.1000082899999999,0.0,106.943,-4.5743100000000005,26.0,0.4828,1.8966,2.6552,1.2069,0.069,6.6552,Scoring PG,No
5700,Dathan Lyles,Cal St. Northridge,30,56.6,88.6,17.5,38.5,44.23,0.78,0.38,0.26,4,180,1.6481667500000001,0.0,104.197,-1.82382,22.6333,0.2,1.7667000000000002,2.9667,1.1333,0.06670000000000001,5.3,Scoring PG,No
5701,Walt Allen,Presbyterian,31,71.0,114.0,14.6,58.0,60.43,0.7000000000000001,0.562,0.398,4,193,1.38887462,0.0,107.398,0.976846,28.8387,1.1613,2.9355,1.6129,0.5161,0.2903,7.1935,Wing G,No
5702,Ben Knox,North Texas,30,20.3,86.3,12.4,48.7,48.62,0.455,0.487,0.0,2,208,0.26660001,0.0,101.161,-2.84923,8.4333,0.5,1.3,0.1333,0.1333,0.4333,1.4333,C,No
5703,David Jeune,North Florida,31,60.4,86.4,14.2,37.8,42.55,0.714,0.457,0.217,4,200,0.83020412,0.0,105.374,-0.9077700000000001,24.1613,2.1612999999999998,2.9032,1.4194,0.5806,0.4194,3.6129,Stretch 4,No
5704,Shawn Deadwiler,Utah Valley,26,45.3,83.8,14.0,31.9,44.28,0.717,0.333,0.19,4,190,0.96671862,0.0,103.549,-5.80432,18.5385,0.30770000000000003,1.6923,1.1154,0.4615,0.0,3.4231,Wing G,No
5706,Andres Diaz,North Florida,34,62.6,92.7,25.2,56.2,55.56,0.5,0.562,0.0,2,200,0.32980072,0.0,98.8651,1.4055,25.4118,2.2353,3.2647,0.9118,1.2353,1.0588,10.6471,PF/C,No
5707,Andy Diaz,North Florida,26,33.9,86.6,26.3,57.9,53.54,0.333,0.579,0.0,4,203,0.27082656,0.0,104.472,-4.45705,16.1538,1.4615,1.7308,0.5,0.4615,0.6154000000000001,6.7692,C,No
